"id","Source","Target","distance"
"18843","MAD","SCU","CU"
"18844","MEX","HAV","CU"
"18845","NAS","HAV","CU"
"18846","ORY","SCU","CU"
"18847","PMV","HAV","CU"
"18848","PTY","HAV","CU"
"18849","SCU","FCO","CU"
"18850","SCU","HAV","CU"
"18851","SCU","SDQ","CU"
"18852","SCU","YUL","CU"
"18853","SDQ","HAV","CU"
"18854","SDQ","SCU","CU"
"18855","SNU","YUL","CU"
"18856","SNU","YYZ","CU"
"18857","SVO","HAV","CU"
"18858","VRA","YUL","CU"
"18859","YUL","CCC","CU"
"18860","YUL","CMW","CU"
"18861","YUL","CYO","CU"
"18862","YUL","HOG","CU"
"18863","YUL","SNU","CU"
"18864","YYZ","CMW","CU"
"18865","YYZ","SNU","CU"
"18866","ADL","HKG","CX"
"18867","AKL","HKG","CX"
"18868","AKL","HKG","CX"
"18869","AMS","HKG","CX"
"18870","ATH","DOH","CX"
"18871","ATL","ORD","CX"
"18872","AUH","BAH","CX"
"18873","BAH","DXB","CX"
"18874","BCN","DOH","CX"
"18875","BKI","HKG","CX"
"18876","BKK","CMB","CX"
"18877","BKK","HKG","CX"
"18878","BKK","KBV","CX"
"18879","BKK","KHI","CX"
"18880","BKK","SIN","CX"
"18881","BLR","HKG","CX"
"18882","BNE","CNS","CX"
"18883","BNE","HKG","CX"
"18884","BOM","HKG","CX"
"18885","CAN","HKG","CX"
"18886","CCU","HKG","CX"
"18887","CDG","HKG","CX"
"18888","CEB","HKG","CX"
"18889","CGK","HKG","CX"
"18890","CGO","HKG","CX"
"18891","CJU","HKG","CX"
"18892","CKG","HKG","CX"
"18893","CKG","HKG","CX"
"18894","CMB","BKK","CX"
"18895","CMB","SIN","CX"
"18896","CNS","BNE","CX"
"18897","CNS","HKG","CX"
"18898","CNX","BKK","CX"
"18899","CNX","HKG","CX"
"18900","CSX","HKG","CX"
"18901","CTS","HKG","CX"
"18902","CTU","HKG","CX"
"18903","CTU","HKG","CX"
"18904","DAC","HKG","CX"
"18905","DAC","KTM","CX"
"18906","DAD","HKG","CX"
"18907","DEL","HKG","CX"
"18908","DME","HKG","CX"
"18909","DOH","ATH","CX"
"18910","DOH","BCN","CX"
"18911","DOH","GVA","CX"
"18912","DOH","HKG","CX"
"18913","DOH","MAD","CX"
"18914","DOH","VCE","CX"
"18915","DPS","HKG","CX"
"18916","DXB","HKG","CX"
"18917","EWR","HKG","CX"
"18918","FCO","HKG","CX"
"18919","FOC","HKG","CX"
"18920","FRA","HKG","CX"
"18921","FUK","HKG","CX"
"18922","FUK","TPE","CX"
"18923","GVA","DOH","CX"
"18924","HAK","HKG","CX"
"18925","HAN","HKG","CX"
"18926","HAN","HKG","CX"
"18927","HGH","HKG","CX"
"18928","HKG","ADL","CX"
"18929","HKG","AKL","CX"
"18930","HKG","AKL","CX"
"18931","HKG","AMS","CX"
"18932","HKG","AUH","CX"
"18933","HKG","BKI","CX"
"18934","HKG","BKK","CX"
"18935","HKG","BLR","CX"
"18936","HKG","BNE","CX"
"18937","HKG","BOM","CX"
"18938","HKG","CAN","CX"
"18939","HKG","CCU","CX"
"18940","HKG","CDG","CX"
"18941","HKG","CEB","CX"
"18942","HKG","CGK","CX"
"18943","HKG","CGO","CX"
"18944","HKG","CJU","CX"
"18945","HKG","CKG","CX"
"18946","HKG","CKG","CX"
"18947","HKG","CNS","CX"
"18948","HKG","CNX","CX"
"18949","HKG","CSX","CX"
"18950","HKG","CTS","CX"
"18951","HKG","CTU","CX"
"18952","HKG","CTU","CX"
"18953","HKG","DAC","CX"
"18954","HKG","DAD","CX"
"18955","HKG","DEL","CX"
"18956","HKG","DME","CX"
"18957","HKG","DOH","CX"
"18958","HKG","DPS","CX"
"18959","HKG","DXB","CX"
"18960","HKG","EWR","CX"
"18961","HKG","FCO","CX"
"18962","HKG","FOC","CX"
"18963","HKG","FRA","CX"
"18964","HKG","FUK","CX"
"18965","HKG","HAK","CX"
"18966","HKG","HAN","CX"
"18967","HKG","HAN","CX"
"18968","HKG","HGH","CX"
"18969","HKG","HKT","CX"
"18970","HKG","HND","CX"
"18971","HKG","HND","CX"
"18972","HKG","HYD","CX"
"18973","HKG","ICN","CX"
"18974","HKG","JFK","CX"
"18975","HKG","JNB","CX"
"18976","HKG","KHH","CX"
"18977","HKG","KHV","CX"
"18978","HKG","KIX","CX"
"18979","HKG","KMG","CX"
"18980","HKG","KUL","CX"
"18981","HKG","KUL","CX"
"18982","HKG","KWL","CX"
"18983","HKG","LAX","CX"
"18984","HKG","LHR","CX"
"18985","HKG","MAA","CX"
"18986","HKG","MEL","CX"
"18987","HKG","MLE","CX"
"18988","HKG","MNL","CX"
"18989","HKG","MXP","CX"
"18990","HKG","NAN","CX"
"18991","HKG","NGB","CX"
"18992","HKG","NGO","CX"
"18993","HKG","NKG","CX"
"18994","HKG","NRT","CX"
"18995","HKG","NRT","CX"
"18996","HKG","OKA","CX"
"18997","HKG","ORD","CX"
"18998","HKG","PEK","CX"
"18999","HKG","PEK","CX"
"19000","HKG","PEN","CX"
"19001","HKG","PER","CX"
"19002","HKG","PUS","CX"
"19003","HKG","PVG","CX"
"19004","HKG","RUH","CX"
"19005","HKG","SFO","CX"
"19006","HKG","SGN","CX"
"19007","HKG","SGN","CX"
"19008","HKG","SHA","CX"
"19009","HKG","SIN","CX"
"19010","HKG","SUB","CX"
"19011","HKG","SYD","CX"
"19012","HKG","SYX","CX"
"19013","HKG","TAO","CX"
"19014","HKG","TPE","CX"
"19015","HKG","USM","CX"
"19016","HKG","VVO","CX"
"19017","HKG","WNZ","CX"
"19018","HKG","WUH","CX"
"19019","HKG","XIY","CX"
"19020","HKG","XMN","CX"
"19021","HKG","YVR","CX"
"19022","HKG","YYZ","CX"
"19023","HKT","HKG","CX"
"19024","HND","HKG","CX"
"19025","HND","HKG","CX"
"19026","HYD","HKG","CX"
"19027","ICN","HKG","CX"
"19028","ICN","TPE","CX"
"19029","JFK","HKG","CX"
"19030","JFK","YVR","CX"
"19031","JNB","HKG","CX"
"19032","KBV","BKK","CX"
"19033","KHH","HKG","CX"
"19034","KHI","BKK","CX"
"19035","KHV","HKG","CX"
"19036","KIX","HKG","CX"
"19037","KIX","TPE","CX"
"19038","KMG","HKG","CX"
"19039","KTM","DAC","CX"
"19040","KUL","HKG","CX"
"19041","KUL","HKG","CX"
"19042","KWL","HKG","CX"
"19043","LAX","HKG","CX"
"19044","LHR","HKG","CX"
"19045","MAA","HKG","CX"
"19046","MAD","DOH","CX"
"19047","MEL","HKG","CX"
"19048","MLE","HKG","CX"
"19049","MNL","HKG","CX"
"19050","MSY","DFW","CX"
"19051","MXP","HKG","CX"
"19052","NAN","HKG","CX"
"19053","NGB","HKG","CX"
"19054","NGO","HKG","CX"
"19055","NGO","TPE","CX"
"19056","NKG","HKG","CX"
"19057","NRT","HKG","CX"
"19058","NRT","HKG","CX"
"19059","NRT","TPE","CX"
"19060","OKA","HKG","CX"
"19061","ORD","ATL","CX"
"19062","ORD","HKG","CX"
"19063","PEK","HKG","CX"
"19064","PEK","HKG","CX"
"19065","PEN","HKG","CX"
"19066","PER","HKG","CX"
"19067","PUS","HKG","CX"
"19068","PVG","HKG","CX"
"19069","PVG","HKG","CX"
"19070","RUH","HKG","CX"
"19071","SFO","HKG","CX"
"19072","SGN","HKG","CX"
"19073","SGN","HKG","CX"
"19074","SHA","HKG","CX"
"19075","SIN","BKK","CX"
"19076","SIN","CMB","CX"
"19077","SIN","HKG","CX"
"19078","SUB","HKG","CX"
"19079","SYD","HKG","CX"
"19080","SYX","HKG","CX"
"19081","TAO","HKG","CX"
"19082","TPE","FUK","CX"
"19083","TPE","HKG","CX"
"19084","TPE","ICN","CX"
"19085","TPE","KIX","CX"
"19086","TPE","NGO","CX"
"19087","TPE","NRT","CX"
"19088","USM","HKG","CX"
"19089","VCE","DOH","CX"
"19090","VVO","HKG","CX"
"19091","WNZ","HKG","CX"
"19092","WUH","HKG","CX"
"19093","XIY","HKG","CX"
"19094","XMN","HKG","CX"
"19095","YVR","HKG","CX"
"19096","YVR","JFK","CX"
"19097","YYZ","HKG","CX"
"19098","AMS","LCA","CY"
"19099","ATH","LCA","CY"
"19100","AUH","LCA","CY"
"19101","BEY","LCA","CY"
"19102","BEY","LCA","CY"
"19103","CDG","LCA","CY"
"19104","FRA","LCA","CY"
"19105","HER","LCA","CY"
"19106","LCA","AMS","CY"
"19107","LCA","ATH","CY"
"19108","LCA","AUH","CY"
"19109","LCA","BEY","CY"
"19110","LCA","BEY","CY"
"19111","LCA","CDG","CY"
"19112","LCA","FRA","CY"
"19113","LCA","HER","CY"
"19114","LCA","LHR","CY"
"19115","LCA","MUC","CY"
"19116","LCA","OTP","CY"
"19117","LCA","SKG","CY"
"19118","LCA","SOF","CY"
"19119","LCA","SVO","CY"
"19120","LCA","TLV","CY"
"19121","LCA","ZRH","CY"
"19122","LHR","LCA","CY"
"19123","MUC","FRA","CY"
"19124","MUC","LCA","CY"
"19125","OTP","LCA","CY"
"19126","SKG","LCA","CY"
"19127","SOF","LCA","CY"
"19128","SVO","LCA","CY"
"19129","TLV","LCA","CY"
"19130","ZRH","LCA","CY"
"19131","AAT","URC","CZ"
"19132","ACX","CAN","CZ"
"19133","AKL","CAN","CZ"
"19134","AKU","URC","CZ"
"19135","ALA","URC","CZ"
"19136","AMS","CAN","CZ"
"19137","AMS","CTU","CZ"
"19138","AMS","HGH","CZ"
"19139","AMS","PEK","CZ"
"19140","AMS","PEK","CZ"
"19141","AMS","PVG","CZ"
"19142","AMS","XMN","CZ"
"19143","AOG","PEK","CZ"
"19144","AQG","CAN","CZ"
"19145","ASB","URC","CZ"
"19146","AVA","CAN","CZ"
"19147","BAV","CGO","CZ"
"19148","BAV","CSX","CZ"
"19149","BAV","CTU","CZ"
"19150","BAV","SHE","CZ"
"19151","BAV","SJW","CZ"
"19152","BAV","URC","CZ"
"19153","BAV","WUH","CZ"
"19154","BFJ","CAN","CZ"
"19155","BFJ","SZX","CZ"
"19156","BHY","CAN","CZ"
"19157","BHY","CGO","CZ"
"19158","BHY","CKG","CZ"
"19159","BHY","CSX","CZ"
"19160","BHY","KMG","CZ"
"19161","BHY","SJW","CZ"
"19162","BKI","SZX","CZ"
"19163","BKK","CAN","CZ"
"19164","BKK","CGO","CZ"
"19165","BKK","CSX","CZ"
"19166","BKK","FOC","CZ"
"19167","BKK","NBO","CZ"
"19168","BKK","NNG","CZ"
"19169","BKK","SWA","CZ"
"19170","BKK","WUH","CZ"
"19171","BKK","XMN","CZ"
"19172","BNE","CAN","CZ"
"19173","BSD","KMG","CZ"
"19174","CAN","ACX","CZ"
"19175","CAN","AKL","CZ"
"19176","CAN","AMS","CZ"
"19177","CAN","AQG","CZ"
"19178","CAN","AVA","CZ"
"19179","CAN","BFJ","CZ"
"19180","CAN","BHY","CZ"
"19181","CAN","BKK","CZ"
"19182","CAN","BNE","CZ"
"19183","CAN","CDG","CZ"
"19184","CAN","CDG","CZ"
"19185","CAN","CGD","CZ"
"19186","CAN","CGK","CZ"
"19187","CAN","CGK","CZ"
"19188","CAN","CGO","CZ"
"19189","CAN","CGQ","CZ"
"19190","CAN","CIH","CZ"
"19191","CAN","CKG","CZ"
"19192","CAN","CNX","CZ"
"19193","CAN","CSX","CZ"
"19194","CAN","CTU","CZ"
"19195","CAN","CZX","CZ"
"19196","CAN","DAC","CZ"
"19197","CAN","DAD","CZ"
"19198","CAN","DEL","CZ"
"19199","CAN","DIG","CZ"
"19200","CAN","DLC","CZ"
"19201","CAN","DPS","CZ"
"19202","CAN","DXB","CZ"
"19203","CAN","DYG","CZ"
"19204","CAN","FOC","CZ"
"19205","CAN","FOC","CZ"
"19206","CAN","FUG","CZ"
"19207","CAN","FUK","CZ"
"19208","CAN","HAK","CZ"
"19209","CAN","HAN","CZ"
"19210","CAN","HAN","CZ"
"19211","CAN","HDG","CZ"
"19212","CAN","HET","CZ"
"19213","CAN","HFE","CZ"
"19214","CAN","HGH","CZ"
"19215","CAN","HGH","CZ"
"19216","CAN","HJJ","CZ"
"19217","CAN","HKG","CZ"
"19218","CAN","HKT","CZ"
"19219","CAN","HRB","CZ"
"19220","CAN","HZH","CZ"
"19221","CAN","ICN","CZ"
"19222","CAN","ICN","CZ"
"19223","CAN","JGS","CZ"
"19224","CAN","JIQ","CZ"
"19225","CAN","JIU","CZ"
"19226","CAN","JJN","CZ"
"19227","CAN","JNG","CZ"
"19228","CAN","JUH","CZ"
"19229","CAN","KHN","CZ"
"19230","CAN","KIX","CZ"
"19231","CAN","KMG","CZ"
"19232","CAN","KOW","CZ"
"19233","CAN","KTM","CZ"
"19234","CAN","KUL","CZ"
"19235","CAN","KUL","CZ"
"19236","CAN","KWE","CZ"
"19237","CAN","KWL","CZ"
"19238","CAN","LAX","CZ"
"19239","CAN","LHR","CZ"
"19240","CAN","LHW","CZ"
"19241","CAN","LLB","CZ"
"19242","CAN","LYA","CZ"
"19243","CAN","LYG","CZ"
"19244","CAN","LZH","CZ"
"19245","CAN","MEL","CZ"
"19246","CAN","MIG","CZ"
"19247","CAN","MLE","CZ"
"19248","CAN","MNL","CZ"
"19249","CAN","MXZ","CZ"
"19250","CAN","NAO","CZ"
"19251","CAN","NBO","CZ"
"19252","CAN","NGB","CZ"
"19253","CAN","NKG","CZ"
"19254","CAN","NNG","CZ"
"19255","CAN","NNY","CZ"
"19256","CAN","NRT","CZ"
"19257","CAN","NRT","CZ"
"19258","CAN","PEK","CZ"
"19259","CAN","PEN","CZ"
"19260","CAN","PER","CZ"
"19261","CAN","PNH","CZ"
"19262","CAN","PVG","CZ"
"19263","CAN","REP","CZ"
"19264","CAN","RGN","CZ"
"19265","CAN","SGN","CZ"
"19266","CAN","SGN","CZ"
"19267","CAN","SHA","CZ"
"19268","CAN","SHE","CZ"
"19269","CAN","SIN","CZ"
"19270","CAN","SJW","CZ"
"19271","CAN","SVO","CZ"
"19272","CAN","SVO","CZ"
"19273","CAN","SWA","CZ"
"19274","CAN","SYD","CZ"
"19275","CAN","SYX","CZ"
"19276","CAN","TAO","CZ"
"19277","CAN","TEN","CZ"
"19278","CAN","TNA","CZ"
"19279","CAN","TPE","CZ"
"19280","CAN","TPE","CZ"
"19281","CAN","TSN","CZ"
"19282","CAN","TXN","CZ"
"19283","CAN","TYN","CZ"
"19284","CAN","URC","CZ"
"19285","CAN","WNZ","CZ"
"19286","CAN","WUH","CZ"
"19287","CAN","WUX","CZ"
"19288","CAN","XFN","CZ"
"19289","CAN","XIY","CZ"
"19290","CAN","XMN","CZ"
"19291","CAN","XMN","CZ"
"19292","CAN","XUZ","CZ"
"19293","CAN","YIH","CZ"
"19294","CAN","YIW","CZ"
"19295","CAN","YNT","CZ"
"19296","CAN","YNZ","CZ"
"19297","CAN","YTY","CZ"
"19298","CAN","YVR","CZ"
"19299","CAN","ZHA","CZ"
"19300","CAN","ZYI","CZ"
"19301","CDG","CAN","CZ"
"19302","CDG","CAN","CZ"
"19303","CGD","CAN","CZ"
"19304","CGD","PEK","CZ"
"19305","CGD","SZX","CZ"
"19306","CGK","CAN","CZ"
"19307","CGK","CAN","CZ"
"19308","CGK","FOC","CZ"
"19309","CGK","XMN","CZ"
"19310","CGO","BAV","CZ"
"19311","CGO","BHY","CZ"
"19312","CGO","BKK","CZ"
"19313","CGO","CAN","CZ"
"19314","CGO","CGQ","CZ"
"19315","CGO","CJU","CZ"
"19316","CGO","CKG","CZ"
"19317","CGO","CTU","CZ"
"19318","CGO","DLC","CZ"
"19319","CGO","DSN","CZ"
"19320","CGO","FOC","CZ"
"19321","CGO","FOC","CZ"
"19322","CGO","HAK","CZ"
"19323","CGO","HGH","CZ"
"19324","CGO","HGH","CZ"
"19325","CGO","HKG","CZ"
"19326","CGO","HMI","CZ"
"19327","CGO","HRB","CZ"
"19328","CGO","HRB","CZ"
"19329","CGO","ICN","CZ"
"19330","CGO","INC","CZ"
"19331","CGO","INC","CZ"
"19332","CGO","KHH","CZ"
"19333","CGO","KMG","CZ"
"19334","CGO","KWE","CZ"
"19335","CGO","LHW","CZ"
"19336","CGO","NNG","CZ"
"19337","CGO","NNY","CZ"
"19338","CGO","PEK","CZ"
"19339","CGO","PVG","CZ"
"19340","CGO","SHA","CZ"
"19341","CGO","SHE","CZ"
"19342","CGO","SYX","CZ"
"19343","CGO","SZX","CZ"
"19344","CGO","TAO","CZ"
"19345","CGO","TPE","CZ"
"19346","CGO","TPE","CZ"
"19347","CGO","URC","CZ"
"19348","CGO","URC","CZ"
"19349","CGO","UYN","CZ"
"19350","CGO","WNZ","CZ"
"19351","CGO","XMN","CZ"
"19352","CGO","XMN","CZ"
"19353","CGO","XNN","CZ"
"19354","CGO","YIW","CZ"
"19355","CGO","YTY","CZ"
"19356","CGO","ZUH","CZ"
"19357","CGQ","CAN","CZ"
"19358","CGQ","CGO","CZ"
"19359","CGQ","CJU","CZ"
"19360","CGQ","CKG","CZ"
"19361","CGQ","HET","CZ"
"19362","CGQ","HFE","CZ"
"19363","CGQ","HGH","CZ"
"19364","CGQ","HGH","CZ"
"19365","CGQ","ICN","CZ"
"19366","CGQ","ICN","CZ"
"19367","CGQ","KHN","CZ"
"19368","CGQ","NBS","CZ"
"19369","CGQ","NGB","CZ"
"19370","CGQ","NKG","CZ"
"19371","CGQ","NKG","CZ"
"19372","CGQ","NRT","CZ"
"19373","CGQ","PEK","CZ"
"19374","CGQ","PVG","CZ"
"19375","CGQ","TAO","CZ"
"19376","CGQ","TAO","CZ"
"19377","CGQ","TNA","CZ"
"19378","CGQ","TPE","CZ"
"19379","CGQ","TYN","CZ"
"19380","CGQ","WUH","CZ"
"19381","CGQ","YNJ","CZ"
"19382","CIH","CAN","CZ"
"19383","CIH","DAT","CZ"
"19384","CIH","PEK","CZ"
"19385","CJU","CGO","CZ"
"19386","CJU","CGQ","CZ"
"19387","CJU","CSX","CZ"
"19388","CJU","DLC","CZ"
"19389","CJU","HRB","CZ"
"19390","CJU","SHE","CZ"
"19391","CJU","SZX","CZ"
"19392","CKG","BHY","CZ"
"19393","CKG","CAN","CZ"
"19394","CKG","CGO","CZ"
"19395","CKG","CGQ","CZ"
"19396","CKG","CSX","CZ"
"19397","CKG","CSX","CZ"
"19398","CKG","FOC","CZ"
"19399","CKG","HAK","CZ"
"19400","CKG","HGH","CZ"
"19401","CKG","JHG","CZ"
"19402","CKG","KHN","CZ"
"19403","CKG","KMG","CZ"
"19404","CKG","KWE","CZ"
"19405","CKG","KWL","CZ"
"19406","CKG","KWL","CZ"
"19407","CKG","LJG","CZ"
"19408","CKG","LXA","CZ"
"19409","CKG","LXA","CZ"
"19410","CKG","NNG","CZ"
"19411","CKG","PEK","CZ"
"19412","CKG","SHE","CZ"
"19413","CKG","SYX","CZ"
"19414","CKG","SZX","CZ"
"19415","CKG","TSN","CZ"
"19416","CKG","TSN","CZ"
"19417","CKG","URC","CZ"
"19418","CKG","WUH","CZ"
"19419","CKG","WUH","CZ"
"19420","CKG","XIY","CZ"
"19421","CKG","XIY","CZ"
"19422","CKG","XMN","CZ"
"19423","CKG","XNN","CZ"
"19424","CKG","YCU","CZ"
"19425","CKG","YIH","CZ"
"19426","CNX","CAN","CZ"
"19427","CSX","BAV","CZ"
"19428","CSX","BHY","CZ"
"19429","CSX","BKK","CZ"
"19430","CSX","CAN","CZ"
"19431","CSX","CJU","CZ"
"19432","CSX","CKG","CZ"
"19433","CSX","CKG","CZ"
"19434","CSX","CTU","CZ"
"19435","CSX","CTU","CZ"
"19436","CSX","CZX","CZ"
"19437","CSX","DLC","CZ"
"19438","CSX","DYG","CZ"
"19439","CSX","FOC","CZ"
"19440","CSX","HAK","CZ"
"19441","CSX","HET","CZ"
"19442","CSX","HET","CZ"
"19443","CSX","HFE","CZ"
"19444","CSX","HGH","CZ"
"19445","CSX","HGH","CZ"
"19446","CSX","HJJ","CZ"
"19447","CSX","HRB","CZ"
"19448","CSX","ICN","CZ"
"19449","CSX","ICN","CZ"
"19450","CSX","INC","CZ"
"19451","CSX","JJN","CZ"
"19452","CSX","KMG","CZ"
"19453","CSX","KWE","CZ"
"19454","CSX","LHW","CZ"
"19455","CSX","LHW","CZ"
"19456","CSX","LZO","CZ"
"19457","CSX","MIG","CZ"
"19458","CSX","NGB","CZ"
"19459","CSX","NKG","CZ"
"19460","CSX","NNG","CZ"
"19461","CSX","PEK","CZ"
"19462","CSX","PEK","CZ"
"19463","CSX","PVG","CZ"
"19464","CSX","SHA","CZ"
"19465","CSX","SJW","CZ"
"19466","CSX","SWA","CZ"
"19467","CSX","SYX","CZ"
"19468","CSX","SZX","CZ"
"19469","CSX","TAO","CZ"
"19470","CSX","TAO","CZ"
"19471","CSX","TNA","CZ"
"19472","CSX","TPE","CZ"
"19473","CSX","TPE","CZ"
"19474","CSX","TSN","CZ"
"19475","CSX","TXN","CZ"
"19476","CSX","TYN","CZ"
"19477","CSX","TYN","CZ"
"19478","CSX","URC","CZ"
"19479","CSX","URC","CZ"
"19480","CSX","WNZ","CZ"
"19481","CSX","XIY","CZ"
"19482","CSX","XIY","CZ"
"19483","CSX","XMN","CZ"
"19484","CSX","XMN","CZ"
"19485","CSX","XNN","CZ"
"19486","CSX","YCU","CZ"
"19487","CSX","YNT","CZ"
"19488","CSX","YTY","CZ"
"19489","CSX","ZUH","CZ"
"19490","CTU","AMS","CZ"
"19491","CTU","BAV","CZ"
"19492","CTU","CAN","CZ"
"19493","CTU","CGO","CZ"
"19494","CTU","CSX","CZ"
"19495","CTU","CSX","CZ"
"19496","CTU","FOC","CZ"
"19497","CTU","HAK","CZ"
"19498","CTU","HGH","CZ"
"19499","CTU","KMG","CZ"
"19500","CTU","KWE","CZ"
"19501","CTU","KWL","CZ"
"19502","CTU","NNY","CZ"
"19503","CTU","PEK","CZ"
"19504","CTU","SWA","CZ"
"19505","CTU","SZX","CZ"
"19506","CTU","TNA","CZ"
"19507","CTU","TYN","CZ"
"19508","CTU","URC","CZ"
"19509","CTU","WUH","CZ"
"19510","CTU","WUH","CZ"
"19511","CTU","XIY","CZ"
"19512","CTU","XMN","CZ"
"19513","CTU","YNT","CZ"
"19514","CZX","CAN","CZ"
"19515","CZX","CSX","CZ"
"19516","CZX","FOC","CZ"
"19517","CZX","SHE","CZ"
"19518","CZX","SZX","CZ"
"19519","CZX","TYN","CZ"
"19520","DAC","CAN","CZ"
"19521","DAD","CAN","CZ"
"19522","DAT","CIH","CZ"
"19523","DAT","TYN","CZ"
"19524","DDG","PVG","CZ"
"19525","DEL","CAN","CZ"
"19526","DIG","CAN","CZ"
"19527","DIG","KMG","CZ"
"19528","DLC","CAN","CZ"
"19529","DLC","CGO","CZ"
"19530","DLC","CJU","CZ"
"19531","DLC","CSX","CZ"
"19532","DLC","HET","CZ"
"19533","DLC","HGH","CZ"
"19534","DLC","ICN","CZ"
"19535","DLC","ICN","CZ"
"19536","DLC","KHN","CZ"
"19537","DLC","KIX","CZ"
"19538","DLC","MDG","CZ"
"19539","DLC","NGB","CZ"
"19540","DLC","NGO","CZ"
"19541","DLC","NKG","CZ"
"19542","DLC","NRT","CZ"
"19543","DLC","PEK","CZ"
"19544","DLC","PEK","CZ"
"19545","DLC","PVG","CZ"
"19546","DLC","SJW","CZ"
"19547","DLC","SZX","CZ"
"19548","DLC","TAO","CZ"
"19549","DLC","TNA","CZ"
"19550","DLC","TNA","CZ"
"19551","DLC","TOY","CZ"
"19552","DLC","TPE","CZ"
"19553","DLC","TPE","CZ"
"19554","DLC","TSN","CZ"
"19555","DLC","TSN","CZ"
"19556","DLC","TXN","CZ"
"19557","DLC","TYN","CZ"
"19558","DLC","WUH","CZ"
"19559","DLC","XIY","CZ"
"19560","DLC","YNJ","CZ"
"19561","DLC","YNZ","CZ"
"19562","DLC","YTY","CZ"
"19563","DLU","KMG","CZ"
"19564","DLU","KWE","CZ"
"19565","DNH","URC","CZ"
"19566","DNH","XIY","CZ"
"19567","DPS","CAN","CZ"
"19568","DPS","SZX","CZ"
"19569","DQA","PEK","CZ"
"19570","DQA","TAO","CZ"
"19571","DSN","CGO","CZ"
"19572","DTW","PEK","CZ"
"19573","DTW","PVG","CZ"
"19574","DXB","CAN","CZ"
"19575","DYG","CAN","CZ"
"19576","DYG","CSX","CZ"
"19577","DYG","PEK","CZ"
"19578","DYG","SZX","CZ"
"19579","DYG","TPE","CZ"
"19580","DYG","TYN","CZ"
"19581","DYU","URC","CZ"
"19582","ENH","WUH","CZ"
"19583","FOC","BKK","CZ"
"19584","FOC","CAN","CZ"
"19585","FOC","CAN","CZ"
"19586","FOC","CGK","CZ"
"19587","FOC","CGO","CZ"
"19588","FOC","CGO","CZ"
"19589","FOC","CKG","CZ"
"19590","FOC","CSX","CZ"
"19591","FOC","CTU","CZ"
"19592","FOC","CZX","CZ"
"19593","FOC","HAK","CZ"
"19594","FOC","HGH","CZ"
"19595","FOC","HRB","CZ"
"19596","FOC","KMG","CZ"
"19597","FOC","KUL","CZ"
"19598","FOC","KWE","CZ"
"19599","FOC","KWL","CZ"
"19600","FOC","MFM","CZ"
"19601","FOC","NKG","CZ"
"19602","FOC","NNG","CZ"
"19603","FOC","PEK","CZ"
"19604","FOC","SHA","CZ"
"19605","FOC","SIN","CZ"
"19606","FOC","SYX","CZ"
"19607","FOC","SZX","CZ"
"19608","FOC","SZX","CZ"
"19609","FOC","TAO","CZ"
"19610","FOC","TNA","CZ"
"19611","FOC","WUH","CZ"
"19612","FOC","WUH","CZ"
"19613","FOC","XIY","CZ"
"19614","FOC","ZUH","CZ"
"19615","FRU","URC","CZ"
"19616","FUG","CAN","CZ"
"19617","FUK","CAN","CZ"
"19618","FUK","SHE","CZ"
"19619","GMP","PEK","CZ"
"19620","GMP","PEK","CZ"
"19621","GYD","URC","CZ"
"19622","HAK","CAN","CZ"
"19623","HAK","CGO","CZ"
"19624","HAK","CKG","CZ"
"19625","HAK","CSX","CZ"
"19626","HAK","CTU","CZ"
"19627","HAK","FOC","CZ"
"19628","HAK","HGH","CZ"
"19629","HAK","HGH","CZ"
"19630","HAK","KMG","CZ"
"19631","HAK","NKG","CZ"
"19632","HAK","NNG","CZ"
"19633","HAK","PEK","CZ"
"19634","HAK","PVG","CZ"
"19635","HAK","SZX","CZ"
"19636","HAK","WUH","CZ"
"19637","HAK","XMN","CZ"
"19638","HAK","XMN","CZ"
"19639","HAK","ZUH","CZ"
"19640","HAN","CAN","CZ"
"19641","HAN","CAN","CZ"
"19642","HAN","PEK","CZ"
"19643","HDG","CAN","CZ"
"19644","HEK","HRB","CZ"
"19645","HET","CAN","CZ"
"19646","HET","CGQ","CZ"
"19647","HET","CSX","CZ"
"19648","HET","CSX","CZ"
"19649","HET","DLC","CZ"
"19650","HET","HGH","CZ"
"19651","HET","INC","CZ"
"19652","HET","NKG","CZ"
"19653","HET","SHE","CZ"
"19654","HET","TAO","CZ"
"19655","HET","TGO","CZ"
"19656","HET","TNA","CZ"
"19657","HET","TSN","CZ"
"19658","HET","URC","CZ"
"19659","HET","XIL","CZ"
"19660","HFE","CAN","CZ"
"19661","HFE","CGQ","CZ"
"19662","HFE","CSX","CZ"
"19663","HFE","HRB","CZ"
"19664","HFE","KMG","CZ"
"19665","HFE","SZX","CZ"
"19666","HFE","TYN","CZ"
"19667","HFE","XIY","CZ"
"19668","HFE","XMN","CZ"
"19669","HFE","XMN","CZ"
"19670","HFE","ZUH","CZ"
"19671","HGH","AMS","CZ"
"19672","HGH","CAN","CZ"
"19673","HGH","CAN","CZ"
"19674","HGH","CGO","CZ"
"19675","HGH","CGO","CZ"
"19676","HGH","CGQ","CZ"
"19677","HGH","CGQ","CZ"
"19678","HGH","CKG","CZ"
"19679","HGH","CSX","CZ"
"19680","HGH","CSX","CZ"
"19681","HGH","CTU","CZ"
